Influence,Participant,Email,Name,Joined Date,Approximate Locations,Assessment Amount,Civility Pledge,"Civility Pledge: Yes, I agree",Friend Referral,Friend Referral: Yes,Friend Referral: No,How did you hear about this survey?,How did you hear about this survey?: From a friend,How did you hear about this survey?:  From the news media,How did you hear about this survey?: I received an email from the City inviting me to participate,How did you hear about this survey?: From the City’s website,How did you hear about this survey?: From a social media post by a friend/business/organization I follow,How did you hear about this survey?: From a City Council meeting or from a Councillor,How did you hear about this survey?:  From one of the City’s social media channels,How long have you been living in Prince George?,How long have you been living in Prince George?: More than 10 years,How long have you been living in Prince George?: 6-10 years,How long have you been living in Prince George?: 3-5 years,How long have you been living in Prince George?: Less than 1 year,How long have you been living in Prince George?: 1-2 years,New Learnings,New Learnings: Yes,New Learnings: No,Other Processes,Other Processes: Yes,Other Processes: No,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Pools,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Arenas,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Playgrounds,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Sidewalks,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Roads,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Stormwater drainage,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Energy – heat and electricity,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Nature parks and trails,"Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Outdoor recreation facilities such as basketball courts, tennis courts, and ball diamonds",Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Performing Arts,Process Evaluation,Property Type,Provide your input to the City of Prince George,Provide your input to the City of Prince George: Submit,Satisfaction  Roads and Sidewalks Services,Satisfaction Bylaw Enforcement,Satisfaction Community Planning and Infrastructure,Satisfaction Community Support services,Satisfaction Corporate Services,Satisfaction Fire Protection,"Satisfaction Parks, Trails, and Beautification",Satisfaction Police Services,Satisfaction Public Transit,Satisfaction Recreation and Community Services,Satisfaction Services that attract and retain business and facilitate development,Satisfaction Snow and Ice Control,Support for Final Decision,Support for Final Decision: Yes,Support for Final Decision: No,Support for Group Results,Support for Group Results: Yes,Support for Group Results: No,What do you feel are key topics the City should consider as it establishes its 2023 budget?,Corporate Services,Community Planning and Infrastructure,Services that attract and retain business and facilitate development,Community Support services ,"Parks, Trails, and Beautification",Recreation and Community Services, Public Transit Services,Roads and Sidewalks,Snow and Ice Control,Bylaw Enforcement Services,Fire Protection Services,Police Services,Services that attract and retain business and facilitate development Weight,Community Planning and Infrastructure Weight,Community Support services  Weight,Snow and Ice Control Weight,Roads and Sidewalks Weight,"Parks, Trails, and Beautification Weight",Recreation and Community Services Weight,Police Services Weight,Fire Protection Services Weight,Bylaw Enforcement Services Weight, Public Transit Services Weight,Corporate Services Weight
1,56d2953c-d975-4d1d-80e1-b8df9418c579,,Guest,"Oct 24, 2022  7:49pm",Victoria (CA),0,,,,,,From one of the City’s social media channels,,,,,,,Selected,Less than 1 year,,,,Selected,,,,,,,,"Pools, Arenas, Playgrounds, Nature parks and trails, Outdoor recreation facilities such as basketball courts, tennis courts, and ball diamonds",Selected,Selected,Selected,,,,,Selected,Selected,,,,Submit,Selected,5,,3,,,,,,2,2,,,,,,,,,,Corporate Services: Keep the Same (396.22),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : 15% Increase (134.6512432),"Parks, Trails, and Beautification: 15% Increase (110.8163727)",Recreation and Community Services: 15% Increase (197.7898183), Public Transit Services: 15% Increase (97.72989271),Roads and Sidewalks: 5% Increase (117.8297362),Snow and Ice Control: 5% Increase (208.9743284),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: Keep the Same (381.15),Police Services: Keep the Same (612.66),,75,100,,,78,100,,,,100,50
1,84a01b57-1ab6-4a5e-9b8a-1b6be8ddce9c,,Guest,"Oct 24, 2022  7:51pm",Prince George (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4b48a727-a170-4d3a-a079-cfab2233eae2,,Guest,"Oct 24, 2022  7:51pm",Powell River (CA),247000,,,,,,From the news media,,Selected,,,,,,More than 10 years,Selected,,,,,,,,,,,"Sidewalks, Roads, Stormwater drainage",,,,Selected,Selected,Selected,,,,,,,Submit,Selected,,2,2,2,2,8,,8,,,2,,,,,,,,Removal and cleaning up of downtown and area vagrancy and drug user problem.,Corporate Services: 10% Decrease (356.5999916),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: 5% Decrease (5),Community Support services : Keep the Same (117.09),"Parks, Trails, and Beautification: 5% Decrease (91.54396003)",Recreation and Community Services: 10% Decrease (154.7920317), Public Transit Services: 10% Decrease (76.48426386),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: Keep the Same (47.99),,Police Services: 5% Increase (643.2886007),6,49,3,,,23,22,98,99,19,3,8
1,d97d964c-7c82-4360-89ff-4f77859c419f,,Guest,"Oct 24, 2022  8:01pm",Whistler (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3c61fcf0-066d-4de9-89ca-00121c843757,,Guest,"Oct 24, 2022  8:02pm",Vancouver (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,056e2dc8-e886-405b-b115-d560d58c624b,,Guest,"Oct 24, 2022  8:02pm",Prince George (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3b400c18-dc29-4dc0-906a-91c15f21369b,,Guest,"Oct 24, 2022  8:03pm",Vancouver (CA),"230,000",,,"No, They would not do the survey.",,Selected,From the news media,,Selected,,,,,,More than 10 years,Selected,,,,,Yes,Selected,,Yes,Selected,,"Pools, Playgrounds, Sidewalks, Roads, Stormwater drainage",Selected,,Selected,Selected,Selected,Selected,,,,,,residential,Submit,Selected,4,,,,,6,,6,,6,,4,No,,Selected,Yes,Selected,,Downtown parking for the new pool - where are people supposed to park. Safety for people and vehicles when downtown. Changing the intersection lights downtown to change quicker. It wastes peoples time when they are stuck at a red light and there is no traffic. This is one reason I don't go downtown very often. The other is all the street people sitting/laying on sidwalks and they aren't encouraged to move - even on Saturday Market Day.,Corporate Services: 5% Decrease (376.4111022),Community Planning and Infrastructure: 10% Increase (153.6222472),Services that attract and retain business and facilitate development: 5% Decrease (5),Community Support services : Keep the Same (117.09),Keep the same (96.36),Recreation and Community Services: Keep the Same (171.99), Public Transit Services: 5% Increase (89.23164117),Roads and Sidewalks: 10% Increase (123.440676),Snow and Ice Control: 10% Increase (218.9254869),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: Keep the Same (381.15),Police Services: Keep the Same (612.66),40,59,,77,68,,62,61,71,,,33
1,6b3a1348-41af-4b73-b0d9-9fa696839877,,Guest,"Oct 24, 2022  8:02pm",Prince George (CA),323000,,,"Yes, More results for you showing what the people want",Selected,,From the news media,,Selected,,,,,,More than 10 years,Selected,,,,,No,,Selected,Yes,Selected,,"Sidewalks, Roads, Stormwater drainage",,,,Selected,Selected,Selected,,,,,7,,Submit,Selected,3,3,3,4,3,7,,3,,,4,3,Yes,Selected,,Yes,Selected,,"How to make the downtown area safe and more inviting to people, failing infrastructure",Corporate Services: 10% Decrease (356.5999916),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : 5% Decrease (111.2336357),Keep the same (96.36),Recreation and Community Services: Keep the Same (171.99), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: 5% Decrease (45.59263576),Fire Protection Services: Keep the Same (381.15),Police Services: 10% Increase (673.9213912),,,,70,69,71,24,100,100,23,23,29
1,c32556fc-acad-4f72-aad6-8fb86cb787b4,,Guest,"Oct 24, 2022  8:05pm",Powell River (CA),380000,,,,,,From the news media,,Selected,,,,,,6-10 years,,Selected,,,,,,,,,,"Playgrounds, Sidewalks, Roads, Stormwater drainage, Outdoor recreation facilities such as basketball courts, tennis courts, and ball diamonds",,,Selected,Selected,Selected,Selected,,,Selected,,,commercial,Submit,Selected,,1,,,,,,3,6,,,,,,,,,,Use the Tersen gas money to house the downtown homeless and put more police on the streets. NO PERFORMING ART CENTER,,Community Planning and Infrastructure: 5% Decrease (132.6737589),,Community Support services : Keep the Same (117.09),Keep the same (96.36),Recreation and Community Services: 5% Decrease (163.3915891), Public Transit Services: 5% Decrease (80.73338963),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: 15% Increase (55.19108539),Fire Protection Services: Keep the Same (381.15),Police Services: 15% Increase (704.5541818),41,,,73,84,45,96,100,69,70,31,
1,89e22eca-9be2-4937-8d4c-7780a52cd83f,,Guest,"Oct 24, 2022  8:10pm",Prince George (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,f1affb17-9e49-4d1c-a1a5-b844bed08f73,,Guest,"Oct 24, 2022  8:14pm",Kamloops (CA),"302,000",,,Yes,Selected,,From the news media,,Selected,,,,,,More than 10 years,Selected,,,,,,,,,,,"Roads, Nature parks and trails",,,,,Selected,,,Selected,,,,residential,,,0,,2,,,5,0,0,,2,2,0,,,,Yes,Selected,,"Homelessness, downtown safety, drug overdoses, lack of affordable housing, Indigenous reconciliation, dog parks, snow removal, road improvement, attracting more businesses to PG",Corporate Services: Keep the Same (396.22),Community Planning and Infrastructure: 15% Increase (160.6050766),Services that attract and retain business and facilitate development: 15% Increase (9),Community Support services : 15% Increase (134.6512432),"Parks, Trails, and Beautification: 15% Increase (110.8163727)",Recreation and Community Services: Keep the Same (171.99), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: 15% Increase (129.0516159),Snow and Ice Control: 15% Increase (228.8766454),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: 15% Increase (438.3199012),Police Services: 15% Increase (704.5541818),99,98,,99,99,99,,100,100,,1,
1,a7517d57-f598-42c2-9fd5-6f3900cb8c6b,,Guest,"Oct 24, 2022  8:14pm",Prince George (CA),"427,000",,,Yes,Selected,,From the news media,,Selected,,,,,,6-10 years,,Selected,,,,No,,Selected,Yes,Selected,,"Sidewalks, Roads, Stormwater drainage, Energy – heat and electricity",,,,Selected,Selected,Selected,Selected,,,,7,,,,2,5,,,,,,,3,5,,4,Yes,Selected,,No,,Selected,Finding a balance budget,Corporate Services: 10% Decrease (356.5999916),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: 5% Decrease (5),Community Support services : Keep the Same (117.09),Keep the same (96.36),Recreation and Community Services: Keep the Same (171.99), Public Transit Services: 5% Increase (89.23164117),Roads and Sidewalks: 10% Increase (123.440676),Snow and Ice Control: 10% Increase (218.9254869),Bylaw Enforcement Services: 5% Decrease (45.59263576),Fire Protection Services: Keep the Same (381.15),Police Services: Keep the Same (612.66),,,,71,71,66,71,68,69,58,,50
1,bea8abf8-e319-4ca1-b194-bcda9ea18ea5,,Guest,"Oct 24, 2022  8:22pm",Vancouver (CA),"249,000",,,Yes,Selected,,From one of the City’s social media channels,,,,,,,Selected,More than 10 years,Selected,,,,,No,,Selected,Yes,Selected,,"Roads, Stormwater drainage, Outdoor recreation facilities such as basketball courts, tennis courts, and ball diamonds",,,,,Selected,Selected,,,Selected,,,,,,3,4,,,,6,,6,3,,3,3,Yes,Selected,,No,,Selected,,Corporate Services: 10% Decrease (356.5999916),Community Planning and Infrastructure: 5% Decrease (132.6737589),Services that attract and retain business and facilitate development: 10% Increase (8),Community Support services : Keep the Same (117.09),Keep the same (96.36),Recreation and Community Services: 5% Increase (180.5907037), Public Transit Services: 5% Increase (89.23164117),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: 5% Increase (208.9743284),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: Keep the Same (381.15),Police Services: Keep the Same (612.66),60,23,17,91,90,,,95,97,74,50,13
1,70e710c8-4776-440c-84c5-d7f6a500f3c5,,Guest,"Oct 24, 2022  8:23pm",Vancouver (CA),,,,,,,From a social media post by a friend/business/organization I follow,,,,,Selected,,,More than 10 years,Selected,,,,,,,,,,,"Sidewalks, Roads, Stormwater drainage, Nature parks and trails",,,,Selected,Selected,Selected,,Selected,,,,,Submit,Selected,9,,0,,0,10,5,10,2,,1,10,,,,,,,,Corporate Services: 15% Decrease (336.7888809),Community Planning and Infrastructure: 10% Decrease (125.6909295),Services that attract and retain business and facilitate development: 15% Decrease (3),Community Support services : 15% Decrease (99.52483193),"Parks, Trails, and Beautification: 15% Decrease (81.90775371)",Recreation and Community Services: 15% Decrease (146.1924744), Public Transit Services: 10% Decrease (76.48426386),Roads and Sidewalks: 15% Increase (129.0516159),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: 15% Increase (55.19108539),Fire Protection Services: 15% Increase (438.3199012),Police Services: 15% Increase (704.5541818),1,1,30,,100,1,3,100,100,100,1,1
1,622409a7-130d-4dd7-b9e4-b63df6ca8f5f,,Guest,"Oct 24, 2022  8:24pm",Prince George (CA),300000,,,No,,Selected,"From the news media, From the City’s website",,Selected,,Selected,,,,More than 10 years,Selected,,,,,Yes,Selected,,Yes,Selected,,"Pools, Arenas, Playgrounds, Sidewalks, Roads, Stormwater drainage, Outdoor recreation facilities such as basketball courts, tennis courts, and ball diamonds",Selected,Selected,Selected,Selected,Selected,Selected,,,Selected,,10,,Submit,Selected,10,8,9,10,7,10,9,9,10,9,8,10,No,,Selected,Yes,Selected,,stop giving drug addicts free anything  stop making the tax payers change there life style so the drug addicts can do what ever I do not want my tax money going to a small percentage of the people of pg  all need the same treatment they should all be expected to pay there share of taxes or dont live here,,Community Planning and Infrastructure: 5% Increase (146.6394178),,,,,,,,Bylaw Enforcement Services: 5% Increase (50.39186057),,Police Services: 10% Increase (673.9213912),30,74,,76,76,,,100,100,100,29,39
1,46172bf9-3613-45f2-b978-418a1dc86927,,Guest,"Oct 24, 2022  8:20pm",Prince George (CA),,,,Yes,Selected,,From a City Council meeting or from a Councillor,,,,,,Selected,,More than 10 years,Selected,,,,,Yes,Selected,,Yes,Selected,,"Playgrounds, Sidewalks, Roads, Stormwater drainage, Energy – heat and electricity, Nature parks and trails, Outdoor recreation facilities such as basketball courts, tennis courts, and ball diamonds, Performing Arts",,,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,9,,,,6,0,4,3,,,4,0,4,,,6,Yes,Selected,,No,,Selected,"Reconciliation. It cannot be an abstract concept that the City simply says is 'part of' all areas. That is not a commitment or a plan. There needs to be an actual budget for actions, programs, initiatives, and services that contribute to advancing reconciliation and redressing the harms caused by colonialism, dispossession, and genocide.",Corporate Services: Keep the Same (396.22),Community Planning and Infrastructure: 10% Increase (153.6222472),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : 15% Increase (134.6512432),"Parks, Trails, and Beautification: 10% Increase (105.9982695)",Recreation and Community Services: 10% Increase (189.190261), Public Transit Services: 5% Increase (89.23164117),Roads and Sidewalks: 10% Increase (123.440676),Snow and Ice Control: 5% Increase (208.9743284),Bylaw Enforcement Services: 15% Decrease (40.79341094),Fire Protection Services: Keep the Same (381.15),Police Services: 15% Decrease (520.7574387),70,85,100,85,85,100,100,1,85,10,85,15
1,10a5c216-8567-4af8-9806-b38b4dba0686,,Guest,"Oct 24, 2022  8:29pm",Burns Lake (CA),425897,,,Yes,Selected,,From the news media,,Selected,,,,,,1-2 years,,,,,Selected,No,,Selected,No,,Selected,"Roads, Energy – heat and electricity, Outdoor recreation facilities such as basketball courts, tennis courts, and ball diamonds, Performing Arts",,,,,Selected,,Selected,,Selected,Selected,,,Submit,Selected,7,6,3,3,0,9,3,9,7,2,1,2,No,,Selected,Yes,Selected,,,Corporate Services: 15% Decrease (336.7888809),Community Planning and Infrastructure: 5% Increase (146.6394178),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : Keep the Same (117.09),Keep the same (96.36),Recreation and Community Services: Keep the Same (171.99), Public Transit Services: 5% Decrease (80.73338963),Roads and Sidewalks: 5% Decrease (106.6078566),Snow and Ice Control: 5% Increase (208.9743284),Bylaw Enforcement Services: 5% Decrease (45.59263576),Fire Protection Services: Keep the Same (381.15),Police Services: 5% Increase (643.2886007),33,31,56,72,67,32,60,79,80,59,17,1
1,c219f7ee-c767-4a5a-9d72-b427ff9138e5,,Guest,"Oct 24, 2022  8:30pm",Vancouver (CA),180000,,,"Yes, Community engagement; have a voice/say in PG.",Selected,,From the news media,,Selected,,,,,,More than 10 years,Selected,,,,,Yes,Selected,,Yes,Selected,,"Sidewalks, Roads, Stormwater drainage",,,,Selected,Selected,Selected,,,,,6,residential,Submit,Selected,,3,9,,,,2,2,,,,1,No,,Selected,No,,Selected,"Water and Sewer Infrastructure - replacing old existing pipes!  Paramount.  Heard of a community in Ontario (sorry, I can't recall name & was a few years ago) that this community prioritized water and sewer replacement along with hired locally experienced trade/labour folks who mentored unexperienced trade/labour folks.  The rationale is to attempt to have ongoing trained workforce to do this sort of work.  And hopefully would remain living in Prince George!! :)   Noting: so many communities in North America have neglected water and sewer pipes - out of sight so out of mind, perhaps? ie: New York city.",Corporate Services: 5% Decrease (376.4111022),Community Planning and Infrastructure: 10% Increase (153.6222472),Services that attract and retain business and facilitate development: 5% Decrease (5),Community Support services : 5% Decrease (111.2336357),"Parks, Trails, and Beautification: 5% Decrease (91.54396003)",Recreation and Community Services: 10% Decrease (154.7920317), Public Transit Services: 5% Decrease (80.73338963),Roads and Sidewalks: 5% Decrease (106.6078566),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: 5% Decrease (45.59263576),Fire Protection Services: 5% Decrease (362.0903532),Police Services: 15% Decrease (520.7574387),,65,,62,62,63,64,55,56,,63,
1,36bc7d62-f256-499c-8a64-557dc4e4cffa,,Guest,"Oct 24, 2022  8:33pm",Kelowna (CA),,,,,,,"From the City’s website, From a social media post by a friend/business/organization I follow",,,,Selected,Selected,,,Less than 1 year,,,,Selected,,,,,,,,"Arenas, Sidewalks, Roads, Stormwater drainage, Energy – heat and electricity, Nature parks and trails, Outdoor recreation facilities such as basketball courts, tennis courts, and ball diamonds, Performing Arts",,Selected,,Selected,Selected,Selected,Selected,Selected,Selected,Selected,,,Submit,Selected,,,,,,,,,,,,,,,,,,,,Corporate Services: Keep the Same (396.22),Community Planning and Infrastructure: 10% Increase (153.6222472),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : 5% Increase (122.9424394),"Parks, Trails, and Beautification: 5% Decrease (91.54396003)",Recreation and Community Services: Keep the Same (171.99), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: 5% Increase (208.9743284),Bylaw Enforcement Services: 10% Decrease (43.19302335),Fire Protection Services: Keep the Same (381.15), 5% Decrease (582.0230197),,,,,,,,,,,,
1,6f3f336f-a1be-4fd2-a3e3-67341dc4bab3,,Guest,"Oct 24, 2022  8:35pm",New Hazelton (CA),850000,,,No,,Selected,From the news media,,Selected,,,,,,6-10 years,,Selected,,,,No,,Selected,No,,Selected,"Sidewalks, Roads, Nature parks and trails",,,,Selected,Selected,,,Selected,,,2,,,,5,0,0,4,0,2,3,6,5,2,2,2,No,,Selected,No,,Selected,"Reduction of the tax rate to be in alignment with other municipalities of similar size.
Performance evaluation of cities internal services to the rate payers. Are we getting value for the cost.   
Critical review of the cities expenditures (Library, sports facilities, infrastructure maintenance) relative to the value it returns to the ratepayers.",Corporate Services: 15% Decrease (336.7888809),Community Planning and Infrastructure: 5% Increase (146.6394178),Services that attract and retain business and facilitate development: 15% Decrease (3),Community Support services : 15% Decrease (99.52483193),"Parks, Trails, and Beautification: 5% Increase (101.1801663)",Recreation and Community Services: 5% Decrease (163.3915891), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: 5% Increase (117.8297362),Snow and Ice Control: 15% Decrease (169.1696944),Bylaw Enforcement Services: 15% Decrease (40.79341094),Fire Protection Services: 15% Decrease (323.9755792),Police Services: Keep the Same (612.66),58,57,22,9,59,60,12,60,19,1,6,1
1,6e525e62-1df7-49e4-83d7-9bb4c24e9ebb,,Guest,"Oct 24, 2022  8:35pm",Prince George (CA),,,,,,,From one of the City’s social media channels,,,,,,,Selected,More than 10 years,Selected,,,,,,,,,,,"Pools, Playgrounds, Sidewalks, Outdoor recreation facilities such as basketball courts, tennis courts, and ball diamonds",Selected,,Selected,Selected,,,,,Selected,,,,Submit,Selected,6,,,4,,7,7,4,4,7,,8,,,,,,,Providing services to homeless/housing rather than policing them constantly,Corporate Services: Keep the Same (396.22),Community Planning and Infrastructure: 5% Increase (146.6394178),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : 10% Increase (128.7968413),Keep the same (96.36),Recreation and Community Services: 5% Increase (180.5907037), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: 5% Decrease (106.6078566),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: Keep the Same (381.15),Police Services: 15% Decrease (520.7574387),30,,86,62,,81,93,28,69,,39,23
